Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
max hampel,67.5,560.0,74,EPF,2014-04-09,european sub-juniors & juniors championships
max lochschmidt,82.49,860.0,83,IPF,2017-11-13,world powerlifting championships
max lochschmidt,88.62,915.0,93,EPF,2019-05-04,european equipped powerlifting championships
maxence durand,65.96,567.5,66,EPF,2014-07-08,european masters powerlifting championships
maxim andronache,73.61,622.5,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
maxim babikov,82.76,690.0,83,IPF,2013-08-27,world juniors & sub-juniors championships
maxim barkhatov,111.55,1032.5,105+,IPF,2013-07-30,world games
maxim barkhatov,117.22,1072.5,120,IPF,2011-11-08,world powerlifting championships
maxim chupakhin,58.71,637.5,59,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
maxim schutan,92.8,745.0,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
maxim titov,104.4,880.0,105,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
mehar bhogal,82.93,647.5,83,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
mehar bhogal,92.17,702.5,93,IPF,2019-08-26,world juniors & sub-juniors championships
melkumyan nansen,89.91,630.0,93,IPF,2011-11-08,world powerlifting championships
merdan nursahedov,73.35,662.5,74,IPF,2012-11-10,world powerlifting championships
merijn helsloot,65.35,422.5,66,EPF,2012-09-28,western european championships
merijn helsloot,73.08,487.5,74,EPF,2013-09-13,western european powerlifting championships
michael bernard,65.25,615.0,66,IPF,2019-10-07,world masters powerlifting championships
michael bernard,71.38,635.0,74,EPF,2022-09-09,western european powerlifting championships
michael broussard,65.02,662.5,66,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
michael correa,90.71,750.0,93,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
michael fernandez barrantes,104.7,780.0,105,IPF,2018-11-05,world powerlifting championships
michael fernandez barrantes,119.47,875.0,120,IPF,2019-11-18,world powerlifting championships
michael hafenbrack,65.6,667.5,66,IPF,2017-11-13,world powerlifting championships
michael james,64.88,442.5,66,EPF,2019-07-03,european masters championships
michael jean sr,160.9,785.0,120+,IPF,2024-10-05,world classic & equipped masters powerlifting championships
michael jones #1,147.0,820.0,120+,EPF,2011-06-11,european junior & sub-junior powerlifting championships
michael jäger,137.5,876.0,120+,EPF,2015-07-14,european masters powerlifting championships
michael kalter,104.4,820.0,105,IPF,2015-09-28,world masters powerlifting championships
michael kalter,113.57,852.5,120,IPF,2013-09-24,world masters powerlifting championships
michael knott,138.5,537.5,120+,IPF,2015-09-28,world masters powerlifting championships
michael macri,73.75,562.5,74,IPF,2019-10-07,world masters powerlifting championships
michael majerech,88.92,755.0,93,EPF,2018-05-06,european men's championships
michael nalinne,60.43,485.0,66,EPF,2013-09-13,western european powerlifting championships
michael nichols #1,102.55,470.0,105,IPF,2014-09-21,world masters powerlifting championships
michael nichols #1,110.95,490.0,120,IPF,2016-10-03,world masters championships
michael oszwald,104.64,662.5,105,EPF,2012-07-17,european masters powerlifting championships
michael reichelt,101.74,715.0,105,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
michael rodriguez #1,118.3,920.0,120,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
michael rodriguez #1,136.3,1005.0,120+,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
michael rodriguez #13,73.06,572.5,74,IPF,2022-10-08,world masters classic & equipped powerlifting championships
michael stiglbauer,71.71,610.0,74,IPF,2017-11-13,world powerlifting championships
michael voelkel,65.03,565.0,66,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
michael wimmer,64.67,435.0,66,EPF,2017-07-11,european masters championships
michael wimmer,66.53,385.0,74,EPF,2021-07-07,european masters powerlifting championships
michail loutsis,124.19,750.0,120+,IPF,2011-11-08,world powerlifting championships
michail majerech,81.7,725.0,83,EPF,2011-03-19,danube cup
michal krček,103.21,755.0,105,EPF,2024-05-01,european equipped masters powerlifting championships
michal kular,106.8,752.5,120,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
michal majerech,90.47,782.5,93,EPF,2024-05-01,european equipped masters powerlifting championships
michal sekot,82.62,620.0,83,IPF,2014-09-21,world masters powerlifting championships
michal sekot,92.04,715.0,93,EPF,2014-07-08,european masters powerlifting championships
michal vavrinec,82.6,780.0,83,EPF,2022-09-24,danube cup
michal vavrinec,92.42,830.0,93,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
michal šícha,81.88,577.5,83,EPF,2021-07-07,european masters powerlifting championships
michał baran,92.4,862.5,93,EPF,2011-06-11,european junior & sub-junior powerlifting championships
michał dzwonkowski,88.67,590.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
michał skonieczny,66.0,555.0,66,EPF,2016-04-14,european sub-juniors & juniors championships
michel aguilera,96.53,670.0,105,EPF,2012-07-17,european masters powerlifting championships
michel aguilera,91.55,630.0,93,IPF,2016-10-03,world masters championships
michel dudziak,82.55,540.0,83,EPF,2014-07-08,european masters powerlifting championships
michel logli,104.06,750.0,105,EPF,2017-07-11,european masters championships
michel piron,82.0,665.0,83,IPF,2015-11-09,world powerlifting championships
michel piron,85.35,692.5,93,EPF,2017-09-14,western european championships
michel ruffault,72.72,645.5,74,EPF,2014-07-08,european masters powerlifting championships
michele cerioni,73.97,695.0,74,EPF,2018-09-14,western european championships
michele degiampietro,82.12,662.5,83,EPF,2014-07-08,european masters powerlifting championships
michele degiampietro,84.16,660.0,93,EPF,2013-07-09,european masters powerlifting championships
michiel van son,71.95,475.0,74,EPF,2019-07-03,european masters championships
michio shibata,104.85,775.0,105,IPF,2018-10-02,world masters powerlifting championships
michio shibata,112.87,830.0,120,IPF,2019-11-18,world powerlifting championships
mick amey,80.19,512.5,83,EPF,2019-07-03,european masters championships
mick ellender,94.0,415.0,105,EPF,2022-07-06,european masters equipped powerlifting championships
mick ellender,88.41,580.0,93,EPF,2011-07-05,european masters powerlifting championships
mickael colmard,82.9,597.5,83,EPF,2019-07-03,european masters championships
mickel dahl flensborg,82.92,802.5,83,EPF,2019-05-04,european equipped powerlifting championships
mickel dahl hansen,73.94,517.5,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
midhun joseph,58.46,630.0,59,IPF,2015-11-09,world powerlifting championships
miguel curipoma,73.76,740.0,74,IPF,2014-11-03,world powerlifting championships
mihaly fulop,149.32,732.5,120+,EPF,2013-05-07,european open powerlifting championships
mihkel laurits,96.43,562.5,105,EPF,2011-07-05,european masters powerlifting championships
mihkel ruut,105.45,617.5,120,EPF,2017-05-08,european equipped powerlifting championships
mihkel ruut,89.71,592.5,93,EPF,2018-05-06,european men's championships
mihkel ugandi,80.5,532.5,83,IPF,2021-11-08,world powerlifting championships
miika viiperi,82.65,700.0,83,EPF,2011-06-11,european junior & sub-junior powerlifting championships
mika paasonen,103.81,780.0,105,IPF,2016-10-03,world masters championships
mikael folkesson,119.58,812.5,120,IPF,2017-10-01,world masters powerlifting championships
mikael israelsson,81.94,620.0,83,IPF,2017-10-01,world masters powerlifting championships
mike armstrong,133.45,702.5,120+,IPF,2013-09-24,world masters powerlifting championships
mike jarrett,89.6,735.0,93,IPF,2013-09-24,world masters powerlifting championships
mike macdonald #2,100.76,907.5,105,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
mike mastrean,114.38,960.0,120,IPF,2011-09-26,world masters powerlifting championships
mike rosenwald,72.36,385.0,74,IPF,2015-09-28,world masters powerlifting championships
mike schollbach,100.55,875.0,105,IPF,2015-11-09,world powerlifting championships
mike schollbach,92.2,775.0,93,EPF,2014-05-07,european open powerlifting championships
mikhail frolov,120.63,895.0,120+,EPF,2018-09-28,arnold classic europe
mikhail kostylev,52.0,450.0,53,EPF,2015-04-07,european sub-junior & junior powerlifting championships
mikhail puzanov,123.78,865.0,120+,IPF,2011-09-26,world masters powerlifting championships
mikhail sazonov,117.93,870.0,120,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
mikhail sidorov,80.86,707.5,83,EPF,2013-07-09,european masters powerlifting championships
mikhail vlasov,117.85,905.0,120,IPF,2018-09-03,world juniors & sub-juniors championships
mikhail volbenko,91.06,730.0,93,EPF,2019-05-04,european equipped powerlifting championships
mikhail zhuravlev,79.18,550.0,83,IPF,2013-09-24,world masters powerlifting championships
mikhaylo fedorov,153.09,837.5,120+,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
mikk lehtoja,94.73,570.0,105,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
mikkel madsen,73.88,555.0,74,EPF,2016-07-12,european masters powerlifting championships
mikkel madsen,82.89,610.0,83,EPF,2017-07-11,european masters championships
mikko tiensuu,119.5,810.0,120,IPF,2023-10-08,world masters classic & equipped powerlifting championships
miklós fekete,82.7,810.0,83,EPF,2011-05-03,european powerlifting championships
milan daňo,68.58,607.5,74,IPF,2017-11-13,world powerlifting championships
milan gombár,58.88,532.5,59,EPF,2011-07-05,european masters powerlifting championships
milan gombár,65.38,540.5,66,EPF,2014-07-08,european masters powerlifting championships
milan greguš,103.39,782.5,105,EPF,2016-07-12,european masters powerlifting championships
milan greguš,92.51,742.5,93,EPF,2012-07-17,european masters powerlifting championships
milan hofbauer,98.82,685.0,105,EPF,2011-07-05,european masters powerlifting championships
milan selinger,119.95,900.0,120,EPF,2019-05-04,european equipped powerlifting championships
milan vojačik,64.34,435.0,66,EPF,2019-05-04,european equipped powerlifting championships
milan zeman,81.19,680.0,83,EPF,2022-05-03,european powerlifting championships
milan špingl,141.6,1040.0,105+,IPF,2013-07-30,world games
milan špingl,146.82,1072.5,120+,IPF,2011-11-08,world powerlifting championships
milan štěpáník,81.48,717.5,83,EPF,2016-04-14,european sub-juniors & juniors championships
min-chun huang,73.08,710.0,74,IPF,2023-08-24,world junior and sub-junior equipped championships
mina ebeed,159.0,817.5,120+,IPF,2013-11-04,world powerlifting championships
ming-hui lin,64.88,660.0,66,IPF,2012-11-10,world powerlifting championships
ming-hui lin,72.87,745.0,74,IPF,2016-11-14,world open championships
mintartas kacinskas,58.23,350.0,59,EPF,2019-05-04,european equipped powerlifting championships
mio dabeski,89.6,605.0,93,EPF,2022-07-06,european masters equipped powerlifting championships
miras akpalenov,118.71,727.5,120,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
mirko božić,89.6,615.0,93,EPF,2018-10-12,balkan cup
miroslav hejda,104.4,827.5,105,EPF,2014-05-07,european open powerlifting championships
miroslav hejda,118.59,910.0,120,EPF,2016-05-11,european powerlifting championships
miroslav koprnicky,93.16,577.5,105,IPF,2013-09-24,world masters powerlifting championships
miroslav koprnicky,92.35,595.0,93,IPF,2014-09-21,world masters powerlifting championships
miroslav vlžák,73.0,607.5,74,EPF,2023-07-05,european equipped masters powerlifting championships
mishel velichkov,65.4,505.0,66,EPF,2018-10-12,balkan cup
mitchell cowman,103.69,720.0,105,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
mitchell fountain,100.7,922.5,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
mitsuhisa ogawa,82.16,637.5,83,IPF,2012-10-02,world masters powerlifting championships
mitsuhisa ogawa,91.82,717.5,93,IPF,2015-09-28,world masters powerlifting championships
mitsuru osawa,73.68,490.0,74,IPF,2011-09-26,world masters powerlifting championships
mizuki hamasuna,57.9,520.0,59,IPF,2018-09-03,world juniors & sub-juniors championships
mizuki saito,72.86,647.5,74,IPF,2023-08-24,world junior and sub-junior equipped championships
modestus krasauskas,96.7,470.0,105,IPF,2023-11-13,world open equipped powerlifting championships
mohamad ghazi,58.0,357.5,59,IPF,2024-10-05,world classic & equipped masters powerlifting championships
mohamed ahmed,117.14,850.0,120,IPF,2013-11-04,world powerlifting championships
mohammadreza kamali,101.15,555.0,105,IPF,2023-10-08,world masters classic & equipped powerlifting championships
mohammed ali alkhanbouli,102.65,700.0,105,IPF,2019-11-18,world powerlifting championships
mohammed ibrahim #1,73.75,632.5,74,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
mohammed rabbani,51.8,472.5,53,IPF,2022-08-27,world junior equipped powerlifting championships
moises villon,94.45,927.5,105,IPF,2022-07-08,world games
moises villon,92.05,962.5,93,IPF,2024-11-11,world open equipped powerlifting championships
mon williams ja,52.42,425.0,53,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
monish chakrawarty,114.2,625.0,120,IPF,2023-08-24,world junior and sub-junior equipped championships
moritz taschner,150.95,1075.0,120+,IPF,2024-11-11,world open equipped powerlifting championships
morten jensen,119.4,765.0,120,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
morten novum,119.2,637.5,120,EPF,2018-07-03,european masters championships
morten novum,127.95,677.5,120+,EPF,2019-07-03,european masters championships
morten rasmussen,65.9,582.5,66,EPF,2015-05-06,european open men's championships
morten rasmussen,70.91,582.5,74,EPF,2018-07-03,european masters championships
morten sørig,104.05,652.5,105,IPF,2021-08-23,world juniors sub-juniors & masters championships
morten sørig,119.57,667.5,120,EPF,2023-07-05,european equipped masters powerlifting championships
morten sørig,141.36,882.5,120+,IPF,2014-09-21,world masters powerlifting championships
mostafa yazdani kachouei,101.49,882.5,105,IPF,2019-11-18,world powerlifting championships
motohito kubo,58.54,602.5,59,IPF,2019-11-18,world powerlifting championships
motoki murata,57.82,568.0,59,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
